Appellation Complexe:
| Mot                   |   Nombre d'occurrences |
| dédié                 |                      1 |
| lionne                |                      1 |
| vu                    |                      1 |
| Ces                   |                      1 |
| Ext                   |                      1 |
| Icarius               |                      1 |
| Quelques              |                      1 |
| Scyphus               |                      1 |
| reconnu               |                      1 |
| Aristarète            |                      1 |
| Antidote              |                      1 |
| SIMENUS               |                      1 |
| Androbius             |                      1 |
| TISIAS                |                      1 |
| TISICRATE             |                      1 |
| TITIUS                |                      1 |
| TROPHIMUS             |                      1 |
| TURNUS                |                      1 |
| TÉLÉSIAS              |                      1 |
| XÉNOPHON              |                      1 |
| ZEUXIADE              |                      1 |
| ZÉNAS                 |                      1 |
| ZÉNODORE              |                      1 |
| trois                 |                      1 |
| Cleveland             |                      1 |
| sauroctone1           |                      1 |
| statuetteHauteur149   |                      1 |
| Papposilène           |                      1 |
| dérivé                |                      1 |
| modèles               |                      1 |
| superbe               |                      1 |
| Antinoüs_Braschi_     |                      1 |
| Antinoüs_du_Belvédère |                      1 |
| Lantin1               |                      1 |
| ermettent             |                      1 |
| identifiée            |                      1 |
| interprétée           |                      1 |
| Vénus_callipyge       |                      1 |
| TISANDRE              |                      1 |
| TISAGORAS             |                      1 |
| TIMOTHÉE              |                      1 |
| SYNNOON               |                      1 |
| SIMMIAS               |                      1 |
| SIMON                 |                      1 |
| SMILIS                |                      1 |
| SOCLOS                |                      1 |
| SOSI                  |                      1 |
| SOSIBIOS              |                      1 |
| SOSICLÈS              |                      1 |
| SOSTRATE              |                      1 |
| STEPHANUS             |                      1 |
| STIPAX                |                      1 |
| STRATON               |                      1 |
| TECTÉE                |                      1 |
| TIMON                 |                      1 |
| TENICHOS              |                      1 |
| TERTULLI              |                      1 |
| THALATIO              |                      1 |
| THRASYMÈDE            |                      1 |
| THYMLUS               |                      1 |
| THÉODORE              |                      1 |
| THÉOMNESTE            |                      1 |
| THÉOPROPUS            |                      1 |
| THÉOSCOME             |                      1 |
| THÉRON                |                      1 |
| TIMARCHIDE            |                      1 |
| venus                 |                      1 |
| casque                |                      1 |
| Antignote             |                      1 |
| colosse               |                      1 |
| Simon                 |                      1 |
| Splanchnoptès         |                      1 |
| Sthennis              |                      1 |
| Strongylion           |                      1 |
| Styppax               |                      1 |
| Séleucus              |                      1 |
| boeuf                 |                      1 |
| celle                 |                      1 |
| chien                 |                      1 |
| cinq                  |                      1 |
| cocher                |                      1 |
| concouru              |                      1 |
| Pyrrhus               |                      1 |
| dresser               |                      1 |
| décerna               |                      1 |
| décernèrent           |                      1 |
| fait                  |                      1 |
| pentathles            |                      1 |
| tyrannicides          |                      1 |
| Épigone               |                      1 |
| élevé                 |                      1 |
| érigea                |                      1 |
| Alcimaque             |                      1 |
| Alcisthène            |                      1 |
| Silanion              |                      1 |
| Phénix                |                      1 |
| Antimaque             |                      1 |
| Daiphron              |                      1 |
| Apellas               |                      1 |
| Apollodore            |                      1 |
| Aristodème            |                      1 |
| Baton                 |                      1 |
| Boethus               |                      1 |
| Canachus              |                      1 |
| Castor                |                      1 |
| Chaeréas              |                      1 |
| Chalcosthénès         |                      1 |
| Colotès               |                      1 |
| Ctésilaüs             |                      1 |
| Démétrius             |                      1 |
| Naucérus              |                      1 |
| Entre                 |                      1 |
| Eutychidès            |                      1 |
| Isiditos              |                      1 |
| Janus                 |                      1 |
| Lionne                |                      1 |
| Lyciscus              |                      1 |
| Lycius                |                      1 |
| Lycus                 |                      1 |
| Mancinus              |                      1 |
| Micon                 |                      1 |
| Naucydès              |                      1 |
| patènes               |                      1 |

Appellation Courte:
| Mot            |   Nombre d'occurrences |
|----------------+------------------------|
| la             |                    176 |
| un             |                    117 |
| une            |                    110 |
| l'             |                     92 |
| le             |                     63 |
| les            |                     32 |
| La             |                     21 |
| L'             |                     19 |
| ce             |                     19 |
| son            |                     18 |
| du             |                     16 |
| cette          |                     15 |
| des            |                     13 |
| Y              |                     12 |
| leur           |                     12 |
| Le             |                     10 |
| sa             |                      9 |
| de             |                      8 |
| TROIS          |                      6 |
| Une            |                      6 |
| cet            |                      5 |
| V              |                      5 |
| Son            |                      3 |
| Cette          |                      3 |
| LA             |                      3 |
| Les            |                      3 |
| l              |                      3 |
| Tyrannoctones  |                      2 |
| Moschophore    |                      2 |
| Yomphalos      |                      2 |
| Palladion      |                      2 |
| notre          |                      2 |
| YHéra          |                      2 |
| d'             |                      2 |
| Plutei         |                      2 |
| mes            |                      1 |
| VHélène        |                      1 |
| Aphrodite      |                      1 |
| Diadumène      |                      1 |
| YApoxyoménos   |                      1 |
| Doryphore      |                      1 |
| nan            |                      1 |
| cetomphalos    |                      1 |
| YAnadyomène    |                      1 |
| e              |                      1 |
| ÏApoxyoménos   |                      1 |
| Trois          |                      1 |
| VEubouleus     |                      1 |
| YÂphrodite     |                      1 |
| Apoxyoménos    |                      1 |
| Zeus           |                      1 |
| VÉ             |                      1 |
| Stephaneplocos |                      1 |
| YApoxyomenos   |                      1 |
| L              |                      1 |
| Arlésienne     |                      1 |
| généalogique   |                      1 |
| Periboetos     |                      1 |
| tyrannicides   |                      1 |
| Anapauomenos   |                      1 |
| Apescopeuon    |                      1 |
| I'             |                      1 |
| Sthephanopolis |                      1 |
| VAncée         |                      1 |
| Syngénicon     |                      1 |
| héméresios     |                      1 |
| quatre         |                      1 |
| lePalladium    |                      1 |
| Un             |                      1 |
| LES            |                      1 |
| LK             |                      1 |
| Pamphile       |                      1 |
| Ic             |                      1 |
| deux           |                      1 |

Appellation Enrichie:
| Mot            |   Nombre d'occurrences |
|----------------+------------------------|
| célèbre        |                     19 |
| statue         |                     17 |
| Aphrodite      |                     16 |
| belle          |                     10 |
| fameux         |                      9 |
| fameuse        |                      8 |
| groupe         |                      6 |
| Tête           |                      6 |
| beau           |                      6 |
| le             |                      5 |
| dite           |                      5 |
| Vénus          |                      5 |
| tête           |                      4 |
| sous           |                      4 |
| Apollon        |                      4 |
| connu          |                      3 |
| Korè           |                      3 |
| qu'            |                      3 |
| dit            |                      3 |
| prétendu       |                      3 |
| un             |                      2 |
| statues        |                      2 |
| très           |                      2 |
| Hercule        |                      2 |
| une            |                      2 |
| Minerve        |                      2 |
| son            |                      2 |
| superbe        |                      2 |
| pyxis          |                      2 |
| trésor         |                      2 |
| nommé          |                      2 |
| Jupiter        |                      2 |
| portrait       |                      2 |
| prétendue      |                      2 |
| Éros           |                      2 |
| admirable      |                      2 |
| l'             |                      2 |
| jolie          |                      2 |
| magnifique     |                      2 |
| la             |                      2 |
| Athéna         |                      2 |
| Artémis        |                      1 |
| VAplirodile    |                      1 |
| Convoi         |                      1 |
| lamentation    |                      1 |
| Hypnos         |                      1 |
| splendide      |                      1 |
| Thanatos       |                      1 |
| Peitho         |                      1 |
| guerriers      |                      1 |
| hmeux          |                      1 |
| portraits      |                      1 |
| Hésione        |                      1 |
| vase           |                      1 |
| qualifié       |                      1 |
| réplique       |                      1 |
| donnent        |                      1 |
| type           |                      1 |
| soi            |                      1 |
| colonnedite    |                      1 |
| colonne        |                      1 |
| cet            |                      1 |
| surnom         |                      1 |
| personnage     |                      1 |
| appelée        |                      1 |
| connus         |                      1 |
| Kouros         |                      1 |
| Kouroi         |                      1 |
| Jumeaux        |                      1 |
| aphrodite      |                      1 |
| plus           |                      1 |
| nommée         |                      1 |
| remarquable    |                      1 |
| fronton        |                      1 |
| figure         |                      1 |
| petites        |                      1 |
| importante     |                      1 |
| Europe         |                      1 |
| tableau        |                      1 |
| gaine          |                      1 |
| Orphée         |                      1 |
| Faustine       |                      1 |
| surnomma       |                      1 |
| dénommée       |                      1 |
| désignée       |                      1 |
| HéraSanis      |                      1 |
| vénus          |                      1 |
| assemblée      |                      1 |
| Sthephanopolis |                      1 |
| Stephaneplocos |                      1 |
| Apescopeuon    |                      1 |
| Anapauomène    |                      1 |
| surnomment     |                      1 |
| pentathle      |                      1 |
| on             |                      1 |
| Lionne         |                      1 |
| Amazone        |                      1 |
| Antinoüs       |                      1 |
| Hermès         |                      1 |
| amazone        |                      1 |
| Satyre         |                      1 |
| Doryphore      |                      1 |
| Diadumène      |                      1 |
| Astiag         |                      1 |
| Apnxyúmènos    |                      1 |
| YApoxyomenos   |                      1 |
| portaient      |                      1 |
| HéraKiôn       |                      1 |
| buste          |                      1 |
| Héraklès       |                      1 |
| connue         |                      1 |
| Arkliigalle    |                      1 |
| dieu           |                      1 |
| César          |                      1 |
| copie          |                      1 |
| Isis           |                      1 |
| Guerrier       |                      1 |
| Grenat         |                      1 |
| Deucalion      |                      1 |
| Chasseur       |                      1 |
| Agathe         |                      1 |
| autrefois      |                      1 |
| Elagabal       |                      1 |
| Groupe         |                      1 |
| Prétendu       |                      1 |
| Cornaline      |                      1 |
| d'             |                      1 |
| est            |                      1 |
| Asarotos       |                      1 |
| Zeus           |                      1 |
| précieux       |                      1 |
| dites          |                      1 |
| célèbres       |                      1 |

Appellation Structuree:
| Mot                   |   Nombre d'occurrences |
|-----------------------+------------------------|
| Cornaline             |                    604 |
| Vénus                 |                    414 |
| statue                |                    337 |
| Agate                 |                    193 |
| Jaspe                 |                    184 |
| Aphrodite             |                    167 |
| Apollon               |                    138 |
| Tête                  |                    113 |
| statues               |                    110 |
| Onyx                  |                     77 |
| tête                  |                     58 |
| Calcédoine            |                     54 |
| vase                  |                     51 |
| Améthyste             |                     50 |
| Athéna                |                     49 |
| Camée                 |                     49 |
| Prime                 |                     47 |
| type                  |                     47 |
| Sardonyx              |                     41 |
| Kouros                |                     39 |
| groupe                |                     33 |
| tableau               |                     30 |
| portrait              |                     30 |
| Stèle                 |                     29 |
| stèle                 |                     29 |
| Buste                 |                     28 |
| représentation        |                     28 |
| Jupiter               |                     26 |
| kouros                |                     25 |
| Diane                 |                     24 |
| portraits             |                     22 |
| Kypris                |                     21 |
| figure                |                     21 |
| image                 |                     20 |
| fronton               |                     20 |
| Zeus                  |                     19 |
| Antinoüs              |                     19 |
| base                  |                     18 |
| buste                 |                     18 |
| œuvre                 |                     18 |
| GRANDE                |                     17 |
| Hyacinthe             |                     17 |
| statuette             |                     17 |
| Statue                |                     17 |
| coupe                 |                     16 |
| frise                 |                     16 |
| Hercule               |                     16 |
| copie                 |                     15 |
| Hermès                |                     14 |
| Grenat                |                     13 |
| Pâte                  |                     13 |
| Artémis               |                     12 |
| Amour                 |                     12 |
| figures               |                     12 |
| Minerve               |                     12 |
| représentations       |                     11 |
| Pierres               |                     11 |
| Éros                  |                     11 |
| Aphrodites            |                     11 |
| amphore               |                     11 |
| KORAI                 |                     10 |
| Base                  |                     10 |
| korai                 |                     10 |
| Saphir                |                     10 |
| PIERRES               |                     10 |
| Taureau               |                     10 |
| RÉPLIQUE              |                      9 |
| Cippe                 |                      9 |
| marbres               |                      9 |
| Gaulois               |                      9 |
| cheval                |                      9 |
| korè                  |                      9 |
| cratère               |                      8 |
| Alexandre             |                      8 |
| torse                 |                      8 |
| Déesse                |                      8 |
| réplique              |                      8 |
| tableaux              |                      8 |
| marbre                |                      7 |
| Cupidon               |                      7 |
| Dionysos              |                      7 |
| KYPRIS                |                      7 |
| Korè                  |                      7 |
| œuvres                |                      7 |
| Sauroctone            |                      7 |
| table                 |                      7 |
| Bacchus               |                      7 |
| Kijpris               |                      7 |
| Héra                  |                      7 |
| Venus                 |                      7 |
| Mercure               |                      7 |
| bouclier              |                      7 |
| copies                |                      6 |
| taureau               |                      6 |
| statuettes            |                      6 |
| Topaze                |                      6 |
| Némésis               |                      6 |
| vases                 |                      6 |
| vénus                 |                      6 |
| grande                |                      6 |
| Athlète               |                      6 |
| colonne               |                      6 |
| têtes                 |                      6 |
| Monnaie               |                      6 |
| Athena                |                      6 |
| bas                   |                      6 |
| moulage               |                      6 |
| bustes                |                      6 |
| métopes               |                      5 |
| stèles                |                      5 |
| autel                 |                      5 |
| ex                    |                      5 |
| oenochoé              |                      5 |
| peinture              |                      5 |
| coupes                |                      5 |
| peintures             |                      5 |
| la                    |                      5 |
| Torse                 |                      5 |
| Anaglyphes            |                      5 |
| Groupe                |                      5 |
| Fragment              |                      5 |
| Tète                  |                      4 |
| images                |                      4 |
| Mars                  |                      4 |
| Grand                 |                      4 |
| Faustine              |                      4 |
| groupes               |                      4 |
| bouc                  |                      4 |
| VASES                 |                      4 |
| aryballe              |                      4 |
| une                   |                      4 |
| oeuvre                |                      4 |
| Coupe                 |                      4 |
| kouroi                |                      4 |
| Kouroi                |                      4 |
| Sarcophage            |                      4 |
| Vase                  |                      4 |
| Victoire              |                      4 |
| plaque                |                      4 |
| Lapis                 |                      4 |
| Dame                  |                      4 |
| sphinx                |                      4 |
| colosse               |                      4 |
| Aiguë                 |                      4 |
| athlète               |                      4 |
| frontons              |                      4 |
| HCornaline            |                      3 |
| Agathe                |                      3 |
| camée                 |                      3 |
| ligne                 |                      3 |
| prétendu              |                      3 |
| HÉRACLÈS              |                      3 |
| Cabinet               |                      3 |
| Mus                   |                      3 |
| motif                 |                      3 |
| PORTRAITS             |                      3 |
| pierres               |                      3 |
| LIGNE                 |                      3 |
| Vulcain               |                      3 |
| Athéné                |                      3 |
| Musée                 |                      3 |
| Parthénos             |                      3 |
| guerrier              |                      3 |
| Bustes                |                      3 |
| Combat                |                      3 |
| Agale                 |                      3 |
| Calomnie              |                      3 |
| Noces                 |                      3 |
| Achille               |                      3 |
| génisse               |                      3 |
| Auguste               |                      3 |
| Guerrier              |                      3 |
| YHéra                 |                      3 |
| deux                  |                      3 |
| korê                  |                      3 |
| Statuette             |                      3 |
| Moulage               |                      3 |
| La                    |                      3 |
| dessins               |                      3 |
| Jumeaux               |                      3 |
| Satyre                |                      3 |
| sarcophage            |                      3 |
| Sirène                |                      3 |
| Suppliante            |                      3 |
| vaches                |                      3 |
| Sphinx                |                      3 |
| métope                |                      3 |
| l'                    |                      3 |
| Pallas                |                      3 |
| Cheval                |                      3 |
| tète                  |                      3 |
| frises                |                      3 |
| colonnes              |                      3 |
| Esculape              |                      3 |
| YAthéna               |                      3 |
| Copie                 |                      3 |
| Cristal               |                      3 |
| Fanciulla             |                      3 |
| Diadumène             |                      3 |
| Héraclès              |                      3 |
| moulages              |                      3 |
| L'                    |                      3 |
| scène                 |                      2 |
| Amours                |                      2 |
| colossale             |                      2 |
| Eros                  |                      2 |
| trône                 |                      2 |
| médaillon             |                      2 |
| Thétis                |                      2 |
| Bœuf                  |                      2 |
| Cachet                |                      2 |
| chèvre                |                      2 |
| hydrie                |                      2 |
| lion                  |                      2 |
| Jugement              |                      2 |
| hermès                |                      2 |
| socle                 |                      2 |
| DÉPART                |                      2 |
| répliques             |                      2 |
| APHRODITE             |                      2 |
| bronze                |                      2 |
| loup                  |                      2 |
| Relief                |                      2 |
| Scène                 |                      2 |
| Représentations       |                      2 |
| Anaglypha             |                      2 |
| Athénée               |                      2 |
| Représentation        |                      2 |
| Lucius                |                      2 |
| Tychè                 |                      2 |
| Lucille               |                      2 |
| Juba                  |                      2 |
| coffre                |                      2 |
| cylix                 |                      2 |
| Αntinοϋs              |                      2 |
| péliké                |                      2 |
| effigies              |                      2 |
| modèle                |                      2 |
| Colosse               |                      2 |
| Amphore               |                      2 |
| Persée                |                      2 |
| jumeaux               |                      2 |
| kouroï                |                      2 |
| Éphèbe                |                      2 |
| Cavalier              |                      2 |
| lékané                |                      2 |
| VAplirodile           |                      2 |
| Psyché                |                      2 |
| variante              |                      2 |
| Hébé                  |                      2 |
| Hélène                |                      2 |
| hermaphrodite         |                      2 |
| petites               |                      2 |
| Méduse                |                      2 |
| vache                 |                      2 |
| imitation             |                      2 |
| combat                |                      2 |
| original              |                      2 |
| piédestal             |                      2 |
| Arlésienne            |                      2 |
| Neptune               |                      2 |
| Arès                  |                      2 |
| Portrait              |                      2 |
| dame                  |                      2 |
| FRONTONS              |                      2 |
| Ariane                |                      2 |
| gravure               |                      2 |
| Thésée                |                      2 |
| Bas                   |                      2 |
| ouvrages              |                      2 |
| quadrige              |                      2 |
| tombeau               |                      2 |
| Ares                  |                      2 |
| plinthe               |                      2 |
| émeraude              |                      2 |
| Pierre                |                      2 |
| Muse                  |                      2 |
| Chrysolite            |                      2 |
| gladiateur            |                      2 |
| ype                   |                      1 |
| Corè                  |                      1 |
| Aphroditedu           |                      1 |
| Aphroditede           |                      1 |
| Gladiateur            |                      1 |
| Tableau               |                      1 |
| Aatue                 |                      1 |
| énus                  |                      1 |
| Hera                  |                      1 |
| sacro                 |                      1 |
| leur                  |                      1 |
| iacchos               |                      1 |
| boeuf                 |                      1 |
| efiigie               |                      1 |
| satyre                |                      1 |
| fragments             |                      1 |
| reproduction          |                      1 |
| monochromes           |                      1 |
| Ouraniay              |                      1 |
| centaures             |                      1 |
| les                   |                      1 |
| le                    |                      1 |
| huit                  |                      1 |
| corai                 |                      1 |
| effigie               |                      1 |
| du                    |                      1 |
| suppliante            |                      1 |
| dite                  |                      1 |
| Eumachia              |                      1 |
| fragment              |                      1 |
| cette                 |                      1 |
| Nemesis               |                      1 |
| Ulysse                |                      1 |
| VÉNUS                 |                      1 |
| casque                |                      1 |
| Terre                 |                      1 |
| Soleil                |                      1 |
| Serapis               |                      1 |
| Septime               |                      1 |
| Saturne               |                      1 |
| chien                 |                      1 |
| Romain                |                      1 |
| Pêche                 |                      1 |
| Ptolémée              |                      1 |
| Prêtre                |                      1 |
| Orante                |                      1 |
| Marc                  |                      1 |
| jeune                 |                      1 |
| Eubouleus             |                      1 |
| Hadrien               |                      1 |
| ALEXANDRE             |                      1 |
| DIANE                 |                      1 |
| FLORA                 |                      1 |
| Pompéi                |                      1 |
| URANIE                |                      1 |
| TÉLÈPHE               |                      1 |
| TROIS                 |                      1 |
| TRITONS               |                      1 |
| Stabie                |                      1 |
| Répétition            |                      1 |
| OCÉAN                 |                      1 |
| exemplaires           |                      1 |
| NOCES                 |                      1 |
| NIL                   |                      1 |
| Mystacogue            |                      1 |
| Ippolyte              |                      1 |
| HERCULE               |                      1 |
| Figures               |                      1 |
| Corés                 |                      1 |
| anciens               |                      1 |
| Korê                  |                      1 |
| Heures                |                      1 |
| Hécate                |                      1 |
| Pro                   |                      1 |
| STATUETTE             |                      1 |
| Autel                 |                      1 |
| Ane                   |                      1 |
| Phayllos              |                      1 |
| VENUS                 |                      1 |
| koraide               |                      1 |
| YArtémis              |                      1 |
| discophore            |                      1 |
| prototype             |                      1 |
| Platon                |                      1 |
| amazone               |                      1 |
| Genoux                |                      1 |
| Corès                 |                      1 |
| Grâces                |                      1 |
| Scyllis               |                      1 |
| Τête                  |                      1 |
| à                     |                      1 |
| idoles                |                      1 |
| chous                 |                      1 |
| Palladion             |                      1 |
| sculpteur             |                      1 |
| âne                   |                      1 |
| statued'              |                      1 |
| reconstitution        |                      1 |
| boucliers             |                      1 |
| J                     |                      1 |
| skyphos               |                      1 |
| colonneaux            |                      1 |
| éphèbes               |                      1 |
| chevaux               |                      1 |
| bœuf                  |                      1 |
| statuede              |                      1 |
| Apollo_sauroctonus    |                      1 |
| Aryballe              |                      1 |
| sculpture             |                      1 |
| aphrodite             |                      1 |
| Ἀφροδίτη              |                      1 |
| Dioscure              |                      1 |
| Pinax                 |                      1 |
| Isis                  |                      1 |
| Téte                  |                      1 |
| Germinacus            |                      1 |
| Aphrodítê             |                      1 |
| Kalagousa             |                      1 |
| animaux               |                      1 |
| coré                  |                      1 |
| Eurotas               |                      1 |
| Praxitèle             |                      1 |
| Léda                  |                      1 |
| Peintures             |                      1 |
| Hermes                |                      1 |
| koré                  |                      1 |
| Génie                 |                      1 |
| Korai                 |                      1 |
| Coré                  |                      1 |
| sauroctone            |                      1 |
| tombe                 |                      1 |
| APHRODlTE             |                      1 |
| title                 |                      1 |
| Éros_de_Centocelle    |                      1 |
| Couros                |                      1 |
| FRAGMENT              |                      1 |
| Apollo_Sauroktonos    |                      1 |
| Apollon_de_Cleveland  |                      1 |
| Aphrodite_du_Capitole |                      1 |
| Dermys                |                      1 |
| Antinoüs_du_Capitole  |                      1 |
| Festin                |                      1 |
| Amphitrite            |                      1 |
| Cyrénaïque            |                      1 |
| Dinos                 |                      1 |
| Ky                    |                      1 |
| Kjipns                |                      1 |
| Lampe                 |                      1 |
| Khn                   |                      1 |
| Image                 |                      1 |
| Grâce                 |                      1 |
| Fortune               |                      1 |
| Diana                 |                      1 |
| Centauromachie        |                      1 |
| Chien                 |                      1 |
| Frise                 |                      1 |
| Aplu                  |                      1 |
| Apliro                |                      1 |
| Aphro                 |                      1 |
| Apfu'                 |                      1 |
| Alexan                |                      1 |
| A                     |                      1 |
| Kyims                 |                      1 |
| Kyjms                 |                      1 |
| Kypiis                |                      1 |
| sa                    |                      1 |
| Callisthène           |                      1 |
| Exposition            |                      1 |
| Vases                 |                      1 |
| en                    |                      1 |
| lionne                |                      1 |
| pugilistes            |                      1 |
| quatre                |                      1 |
| Vé                    |                      1 |
| Kyprisde              |                      1 |
| Victoires             |                      1 |
| VA                    |                      1 |
| VAplirodilede         |                      1 |
| Tficsce               |                      1 |
| Rypris                |                      1 |
| Nymphes               |                      1 |
| Ligne                 |                      1 |
| Artemis               |                      1 |
| VAlliéné              |                      1 |
| Cocher                |                      1 |
| Sacrifice             |                      1 |
| xHyacinlhe            |                      1 |
| xAméthyste            |                      1 |
| ouvrage               |                      1 |
| Sirius                |                      1 |
| grand                 |                      1 |
| Héliotrope            |                      1 |
| Libation              |                      1 |
| Bacchante             |                      1 |
| sardonyx              |                      1 |
| sardoine              |                      1 |
| pâte                  |                      1 |
| anneau                |                      1 |
| Prétendu              |                      1 |
| camées                |                      1 |
| Turquoise             |                      1 |
| Obsidienne            |                      1 |
| Ovide                 |                      1 |
| Aigue                 |                      1 |
| Chrysolithe           |                      1 |
| Herméracle            |                      1 |
| chef                  |                      1 |
| Louterion             |                      1 |
| Niobé                 |                      1 |
| Médée                 |                      1 |
| Thème                 |                      1 |
| trésor                |                      1 |
| médaillons            |                      1 |
| petit                 |                      1 |
| Malachite             |                      1 |
| Junon                 |                      1 |
| Gemma                 |                      1 |
| dieu                  |                      1 |
| Gemme                 |                      1 |
| xJaspe                |                      1 |
| magnifique            |                      1 |
| lapis                 |                      1 |
| célèbre               |                      1 |
| Ouvriers              |                      1 |
| Poséidon              |                      1 |
| Potier                |                      1 |
| lamentation           |                      1 |
| patère                |                      1 |
| palais                |                      1 |
| olla                  |                      1 |
| Dioscures             |                      1 |
| masques               |                      1 |
| HermèsMoscophore      |                      1 |
| lécythes              |                      1 |
| lécythe               |                      1 |
| char                  |                      1 |
| canthare              |                      1 |
| canon                 |                      1 |
| HéraKiôn              |                      1 |
| alabastron            |                      1 |
| acrotère              |                      1 |
| Yomphalos             |                      1 |
| Tuile                 |                      1 |
| Scènes                |                      1 |
| phiale                |                      1 |
| terres                |                      1 |
| Athénas               |                      1 |
| Acteur                |                      1 |
| tyrannicides          |                      1 |
| Caelestis             |                      1 |
| Annius                |                      1 |
| Andromède             |                      1 |
| Prétendue             |                      1 |
| Amazones              |                      1 |
| Actéon                |                      1 |
| Iris                  |                      1 |
| architrave            |                      1 |
| Cérès                 |                      1 |
| Tyndarides            |                      1 |
| SACRITICE             |                      1 |
| Lutte                 |                      1 |
| Athéniennes           |                      1 |
| Apollons              |                      1 |
| roi                   |                      1 |
| HéraSanis             |                      1 |
| Saciifice             |                      1 |
| SKYPHOS               |                      1 |
| Intérieur             |                      1 |
| massacre              |                      1 |
| Agrippine             |                      1 |
| Galate                |                      1 |
| Sénèque               |                      1 |
| Sosandra              |                      1 |
| OEdipe                |                      1 |
| athlètesde            |                      1 |
| Hypnos                |                      1 |
| tyrannoctones         |                      1 |
| Grecs                 |                      1 |
| Danse                 |                      1 |
| Caryatides            |                      1 |
| tablettes             |                      1 |
| tablette              |                      1 |
| plaques               |                      1 |
| banquets              |                      1 |
| têtedu                |                      1 |
| portique              |                      1 |
| Rekhmara              |                      1 |
| colosses              |                      1 |
| Péliké                |                      1 |
| Polyphème             |                      1 |
| Phrixos               |                      1 |
| Peinture              |                      1 |
| Oreste                |                      1 |
| Mertési               |                      1 |
| Medella               |                      1 |
| Cariatides            |                      1 |
| pierre                |                      1 |
| Départ                |                      1 |
| Charon                |                      1 |
| Borée                 |                      1 |
| Aventures             |                      1 |
| Ajax                  |                      1 |
| Agamemnon             |                      1 |
| Acrotère              |                      1 |
| sarcophages           |                      1 |

Theme:
| Mot                            |   Nombre d'occurrences |
|--------------------------------+------------------------|
| Hercule                        |                    101 |
| Vénus                          |                     92 |
| Amour                          |                     87 |
| Bacchus                        |                     44 |
| combat                         |                     43 |
| scènes                         |                     39 |
| Apollon                        |                     39 |
| Satyre                         |                     38 |
| Aphrodite                      |                     36 |
| Victoire                       |                     33 |
| Jupiter                        |                     30 |
| Achille                        |                     28 |
| Alexandre                      |                     26 |
| scène                          |                     25 |
| Mercure                        |                     24 |
| Combat                         |                     22 |
| Guerrier                       |                     22 |
| Hermès                         |                     21 |
| Scène                          |                     21 |
| Mars                           |                     21 |
| Minerve                        |                     21 |
| Silène                         |                     19 |
| Thésée                         |                     19 |
| Sacrifice                      |                     18 |
| enlèvement                     |                     17 |
| Héraclès                       |                     17 |
| Ulysse                         |                     17 |
| Bacchante                      |                     16 |
| Ajax                           |                     16 |
| Pan                            |                     16 |
| naissance                      |                     14 |
| Oreste                         |                     13 |
| Auguste                        |                     13 |
| Amours                         |                     13 |
| bataille                       |                     13 |
| Diomède                        |                     12 |
| Athéna                         |                     12 |
| Psyché                         |                     11 |
| Jugement                       |                     11 |
| Héraklès                       |                     11 |
| guerrier                       |                     10 |
| éphèbe                         |                     10 |
| chasse                         |                     10 |
| Tête                           |                     10 |
| jeune                          |                     10 |
| départ                         |                     10 |
| Deux                           |                      9 |
| Diane                          |                      9 |
| Faune                          |                      9 |
| Dionysos                       |                      9 |
| légende                        |                      9 |
| Néréide                        |                      8 |
| Femme                          |                      8 |
| char                           |                      8 |
| dieu                           |                      8 |
| Masque                         |                      8 |
| Génie                          |                      8 |
| Héros                          |                      8 |
| femme                          |                      8 |
| Hélène                         |                      8 |
| Triomphe                       |                      8 |
| Zeus                           |                      8 |
| sujets                         |                      7 |
| Animal                         |                      7 |
| Enfant                         |                      7 |
| apothéose                      |                      7 |
| Trois                          |                      7 |
| lutte                          |                      7 |
| Héra                           |                      7 |
| Amazone                        |                      7 |
| exploits                       |                      7 |
| combats                        |                      7 |
| deux                           |                      7 |
| Ganymède                       |                      7 |
| Cléobis                        |                      7 |
| Grecs                          |                      6 |
| Gaulois                        |                      6 |
| Divinité                       |                      6 |
| Castor                         |                      6 |
| HERCULE                        |                      6 |
| mort                           |                      6 |
| Cavalier                       |                      6 |
| dispute                        |                      6 |
| Néoptolème                     |                      6 |
| Persée                         |                      6 |
| satyre                         |                      6 |
| jugement                       |                      6 |
| Déesse                         |                      6 |
| Prométhée                      |                      6 |
| sacrifice                      |                      5 |
| jeunes                         |                      5 |
| Europe                         |                      5 |
| HÉRACLÈS                       |                      5 |
| Éros                           |                      5 |
| Antinoüs                       |                      5 |
| Faustine                       |                      5 |
| Bataille                       |                      5 |
| Vulcain                        |                      5 |
| Hébé                           |                      5 |
| Isis                           |                      5 |
| course                         |                      5 |
| Enlèvement                     |                      5 |
| Hector                         |                      5 |
| Dédale                         |                      5 |
| Artémis                        |                      5 |
| amazone                        |                      5 |
| OEdipe                         |                      4 |
| Déméter                        |                      4 |
| Télémaque                      |                      4 |
| retour                         |                      4 |
| VÉNUS                          |                      4 |
| Chiron                         |                      4 |
| Naissance                      |                      4 |
| Cybèle                         |                      4 |
| BACCHUS                        |                      4 |
| Taureau                        |                      4 |
| prêtre                         |                      4 |
| déesse                         |                      4 |
| portrait                       |                      4 |
| trois                          |                      4 |
| Retour                         |                      4 |
| Ménélas                        |                      4 |
| lion                           |                      4 |
